Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rupees,selling_price_rupees,savings,discount_category,stock_status,price_category,weight_category,quantity_category,sku_id
Paan Corner,Gillette Presto Ready Shaver 5 Cartridges ,8800,6,6,8200,290,False,5,88.0,82.0,6.0,Low Discount,In Stock,Affordable,Medium,Medium Pack,3126
Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,16000,10,4,14400,300,False,300,160.0,144.0,16.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,3127
Paan Corner,"Godrej Expert Rich Crème, Dark Brown",3000,0,4,3000,20,False,20,30.0,30.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,3128
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ,18500,15,3,15700,100,False,100,185.0,157.0,28.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3129
Paan Corner,Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,29000,10,6,26100,625,False,625,290.0,261.0,29.0,Low Discount,In Stock,Mid-Range,Heavy,Bulk Pack,3130
Paan Corner,Gillette Sensitive Shaving Foam,22500,6,4,21000,418,False,418,225.0,210.0,15.0,Low Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3131
Paan Corner,Dove Hair Fall Rescue Shampoo,15000,6,5,14100,180,False,180,150.0,141.0,9.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3132
Paan Corner,Gillette Mach 3 Mens Razor Blades,49900,7,4,46000,232,False,4,499.0,460.0,39.0,Low Discount,Low Stock,Mid-Range,Light,Medium Pack,3133
Paan Corner,Palmolive Aroma Absolute Relax Shower Gel,19900,20,2,15900,250,False,250,199.0,159.0,40.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3134
Paan Corner,Godrej Protekt Germ Fighter Handwash,9900,0,6,9900,750,False,750,99.0,99.0,0.0,No Discount,In Stock,Affordable,Heavy,Bulk Pack,3135
Paan Corner,Dettol Hand Sanitizer,10000,5,6,9500,200,False,200,100.0,95.0,5.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3136
Paan Corner,Dabur Amla Hair Oil,8800,0,2,8800,180,False,180,88.0,88.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3137
Paan Corner,Dettol Original Liquid Handwash,8900,4,6,8500,200,False,200,89.0,85.0,4.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3138
Paan Corner,L'Oreal Paris Total Repair 5 Conditioner,19900,0,6,19900,192,False,180,199.0,199.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3139
Paan Corner,Patanjali Saundarya Aloe Vera Gel,9000,0,5,9000,150,False,150,90.0,90.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3140
Paan Corner,Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner ,19500,10,4,17400,180,False,180,195.0,174.0,21.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3141
Paan Corner,Clean & Clear Pimple Clearing Face Wash,13000,10,2,11700,80,False,80,130.0,117.0,13.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3142
Paan Corner,Himalaya Anti Dandruff Shampoo,14000,8,2,12800,200,False,200,140.0,128.0,12.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3143
Paan Corner,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,3000,3,6,2900,406,False,7,30.0,29.0,1.0,Low Discount,In Stock,Budget,Medium,Large Pack,3144
Paan Corner,Savlon Moisture Shield Hand Wash,9900,4,6,9500,750,False,750,99.0,95.0,4.0,Low Discount,In Stock,Affordable,Heavy,Bulk Pack,3145
Paan Corner,Dove Intense Repair Conditioner,19000,14,6,16200,175,False,80,190.0,162.0,28.0,Medium Discount,In Stock,Affordable,Light,Bulk Pack,3146
Paan Corner,Dabur Gulabari Rose Glow Face Cleanse,7500,5,4,7100,100,False,100,75.0,71.0,4.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3147
Paan Corner,Parachute Jasmine Hair Oil,8200,9,6,7400,190,False,190,82.0,74.0,8.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3148
Paan Corner,Johnson's Baby Skincare Wipes,7900,6,6,7400,1160,False,20,79.0,74.0,5.0,Low Discount,In Stock,Affordable,Extra Heavy,Bulk Pack,3149
Paan Corner,Dettol Skincare Liquid Hand Wash,7900,0,6,7900,200,False,200,79.0,79.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3150
Paan Corner,Old Spice Original Lather Shaving Cream,7500,9,6,6800,70,False,70,75.0,68.0,7.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3151
Paan Corner,Veet Hair Removal Cream Dry Skin,13500,5,5,12800,50,False,50,135.0,128.0,7.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3152
Paan Corner,L'Oreal Paris Total Repair 5 Shampoo,26500,0,2,26500,396,False,360,265.0,265.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3153
Paan Corner,Fiama Menthol & Magnolia Cooling Gel Bar Soap,16000,11,6,14100,375,False,375,160.0,141.0,19.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,3154
Paan Corner,Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils,14000,15,6,11900,5,False,4,140.0,119.0,21.0,Medium Discount,In Stock,Affordable,Light,Medium Pack,3155
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,9900,0,3,9900,232,False,4,99.0,99.0,0.0,No Discount,Low Stock,Affordable,Light,Medium Pack,3156
Paan Corner,Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion,25000,10,3,22500,30,False,30,250.0,225.0,25.0,Low Discount,Low Stock,Mid-Range,Light,Bulk Pack,3157
Paan Corner,Clinic Plus Strong & Long Health Shampoo,49900,10,3,44900,650,False,650,499.0,449.0,50.0,Low Discount,Low Stock,Mid-Range,Heavy,Bulk Pack,3158
Paan Corner,Johnson's Baby No More Tears Baby Shampoo,9800,0,5,9800,100,False,100,98.0,98.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3159
Paan Corner,Colgate Zig Zag Toothbrush,12000,0,3,12000,348,False,6,120.0,120.0,0.0,No Discount,Low Stock,Affordable,Medium,Large Pack,3160
Paan Corner,Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free),18900,0,6,18900,1500,False,1500,189.0,189.0,0.0,No Discount,In Stock,Affordable,Extra Heavy,Bulk Pack,3161
Paan Corner,Colgate Sensitive Everyday Protection Anticavity Toothpaste,7500,0,6,7500,40,False,40,75.0,75.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3162
Paan Corner,Whisper Ultra Soft XL+ Sanitary Pads,33000,2,6,32300,30,False,30,330.0,323.0,7.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,3163
Paan Corner,Garnier Colour Naturals Hair Colour - 1 Natural Black,8000,0,1,8000,60,False,60,80.0,80.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3164
Paan Corner,Axe Pulse Men's Deodorant,21000,0,6,21000,150,False,150,210.0,210.0,0.0,No Discount,In Stock,Mid-Range,Light,Bulk Pack,3165
Paan Corner,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,9900,0,6,9900,232,False,4,99.0,99.0,0.0,No Discount,In Stock,Affordable,Light,Medium Pack,3166
Paan Corner,Whisper Ultra Clean Wings XL+  Pouch,44900,7,6,41500,44,False,44,449.0,415.0,34.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,3167
Paan Corner,Whisper Choice Regular Sanitary Pads,9000,0,6,9000,1160,False,20,90.0,90.0,0.0,No Discount,In Stock,Affordable,Extra Heavy,Bulk Pack,3168
Paan Corner,Axe Dark Temptation Men's Deodorant,21000,7,5,19400,150,False,150,210.0,194.0,16.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3169
Paan Corner,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,15000,0,4,15000,180,False,180,150.0,150.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3170
Paan Corner,Clinic Plus Strength & Shine Shampoo With Egg Protein ,10500,0,2,10500,175,False,175,105.0,105.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3171
Paan Corner,Engage M1 Perfume Spray for Men ,21000,7,6,19400,120,False,120,210.0,194.0,16.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3172
Paan Corner,Tresemme Keratin Smooth Conditioner,38000,0,3,38000,340,False,340,380.0,380.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3173
Paan Corner,"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",18000,0,1,18000,100,False,100,180.0,180.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3174
Paan Corner,Origami Aloe Vera Wipes,7500,13,4,6500,25,False,25,75.0,65.0,10.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3175
Paan Corner,"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",19500,10,6,17400,150,False,150,195.0,174.0,21.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3176
Paan Corner,Gellette Presto Ready Shaver,2000,0,1,2000,58,False,1,20.0,20.0,0.0,No Discount,Low Stock,Budget,Light,Single,3177
Paan Corner,Colgate Max Fresh Plax Mouthwash - Fresh Mint,15000,20,5,12000,250,False,250,150.0,120.0,30.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3178
Paan Corner,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,9900,0,6,9900,232,False,4,99.0,99.0,0.0,No Discount,In Stock,Affordable,Light,Medium Pack,3179
Paan Corner,Godrej Protekt,9900,0,3,9900,750,False,750,99.0,99.0,0.0,No Discount,Low Stock,Affordable,Heavy,Bulk Pack,3180
Paan Corner,Colgate Total Charcoal Anticavity Toothpaste,11000,10,3,9900,120,False,120,110.0,99.0,11.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3181
Paan Corner,Colgate Kids 0-2 Extra Soft Tooth Brush,3000,16,6,2500,58,False,1,30.0,25.0,5.0,Medium Discount,In Stock,Budget,Light,Single,3182
Paan Corner,Gillete Mach3 ,26000,10,6,23400,116,False,2,260.0,234.0,26.0,Low Discount,In Stock,Mid-Range,Light,Small Pack,3183
Paan Corner,Maybelline New York Colossal Kajal Black,14900,0,2,14900,0,False,0,149.0,149.0,0.0,No Discount,Low Stock,Affordable,Light,Single,3184
Paan Corner,Godrej Cinthol Lime Talc,5500,0,3,5500,100,False,100,55.0,55.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3185
Paan Corner,Hamam Soap Bar Neem Tulsi and Aloe Vera,5800,0,6,5800,150,False,150,58.0,58.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3186
Paan Corner,"Godrej Expert Rich Crème, Burgundy",3300,0,6,3300,20,False,20,33.0,33.0,0.0,No Discount,In Stock,Budget,Light,Bulk Pack,3187
Paan Corner,Colgate Gentle Sensitive+ Toothbrush Pack Of 4,12000,10,4,10800,232,False,4,120.0,108.0,12.0,Low Discount,Low Stock,Affordable,Light,Medium Pack,3188
Paan Corner,Nivea Creme All Season Multi-Purpose Cream ,17500,10,4,15700,100,False,100,175.0,157.0,18.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3189
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,9900,0,1,9900,232,False,4,99.0,99.0,0.0,No Discount,Low Stock,Affordable,Light,Medium Pack,3190
Paan Corner,Mamaearth 100% Natural Berry Blast Kids Toothpaste,14900,10,4,13400,50,False,50,149.0,134.0,15.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3191
Paan Corner,HImalaya Gentle Baby Wipes,20000,10,3,18000,72,False,72,200.0,180.0,20.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3192
Paan Corner,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,34000,12,6,29800,28,False,28,340.0,298.0,42.0,Medium Discount,In Stock,Mid-Range,Light,Bulk Pack,3193
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 1 Black",62000,0,1,62000,172,False,172,620.0,620.0,0.0,No Discount,Low Stock,Premium,Light,Bulk Pack,3194
Paan Corner,Fem Fairness Naturals Saffron Skin Bleach,8500,15,4,7200,64,False,64,85.0,72.0,13.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3195
Paan Corner,Engage Woman Blush Body Deo Spray,19500,10,5,17400,150,False,150,195.0,174.0,21.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3196
Paan Corner,Dove Pink Rosa Beauty Bathinhg Bar,6000,0,6,6000,100,False,100,60.0,60.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3197
Paan Corner,Sebamed Cleansing Bar,9900,10,4,8900,100,False,100,99.0,89.0,10.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3198
Paan Corner,Pampers Premium Care Pants - Large,109900,18,2,89900,44,False,44,1099.0,899.0,200.0,Medium Discount,Low Stock,Premium,Light,Bulk Pack,3199
Paan Corner,Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection,19900,20,2,15900,150,False,150,199.0,159.0,40.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3200
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown",62000,0,6,62000,172,False,172,620.0,620.0,0.0,No Discount,In Stock,Premium,Light,Bulk Pack,3201
Paan Corner,Patanjali Kesh Kanti Natural Hair Cleanser,7500,9,4,6800,200,False,200,75.0,68.0,7.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3202
Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,14900,0,6,14900,600,False,600,149.0,149.0,0.0,No Discount,In Stock,Affordable,Heavy,Bulk Pack,3203
Paan Corner,Pantene Advanced Control Hair Fall Solution Shampoo,12000,6,5,11200,180,False,180,120.0,112.0,8.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3204
Paan Corner,Veet Full Body Waxing Kit For Dry Skin,23500,7,6,21800,1160,False,20,235.0,218.0,17.0,Low Discount,In Stock,Mid-Range,Extra Heavy,Bulk Pack,3205
Paan Corner,Johnson's Baby Skincare Wipes,24500,9,6,22100,72,False,72,245.0,221.0,24.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,3206
Paan Corner,Gillette Lemon Lime Shaving Foam,19900,11,4,17700,196,False,196,199.0,177.0,22.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3207
Paan Corner,Old Spice After Shave Lotion Musk,21500,6,3,20000,100,False,100,215.0,200.0,15.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3208
Paan Corner,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,31500,0,4,31500,30,False,30,315.0,315.0,0.0,No Discount,Low Stock,Mid-Range,Light,Bulk Pack,3209
Paan Corner,Himalaya Baby Powder,8000,8,4,7300,100,False,100,80.0,73.0,7.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3210
Paan Corner,Fiama Men's Refreshing Pulse Shower Gel,22500,20,4,18000,250,False,250,225.0,180.0,45.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3211
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,17500,0,5,17500,870,False,15,175.0,175.0,0.0,No Discount,Low Stock,Affordable,Heavy,Bulk Pack,3212
Paan Corner,Johnson's Baby Powder,14300,0,6,14300,200,False,200,143.0,143.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3213
Paan Corner,Dove Cream Beauty Bathing Bar,23500,9,6,21200,125,False,125,235.0,212.0,23.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,3214
Paan Corner,Patanjali Kesh Kanti Shikakai Hair Cleanser,9500,0,4,9500,200,False,200,95.0,95.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3215
Paan Corner,L'Oreal Paris Color Protect Conditioner,19900,0,3,19900,192,False,192,199.0,199.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3216
Paan Corner,Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair,19900,4,5,19100,250,False,250,199.0,191.0,8.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3217
Paan Corner,L'Oreal 6 Oil Nourish Conditioner,13500,0,1,13500,192,False,192,135.0,135.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3218
Paan Corner,Godrej Easy Natural Black Hair Colour,2500,0,5,2500,20,False,20,25.0,25.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,3219
Paan Corner,Dabur Gulabari Rose Water Daily Glow,8000,6,2,7500,250,False,250,80.0,75.0,5.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3220
Paan Corner,Himalaya Purifying Neem Face Wash,17000,10,6,15300,150,False,150,170.0,153.0,17.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3221
Paan Corner,Fem Fairness Naturals Gold Skin Bleach,6500,9,3,5900,24,False,24,65.0,59.0,6.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3222
Paan Corner,Whisper Choice Ultra XL Sanitary Pad,13300,2,5,13000,1160,False,20,133.0,130.0,3.0,Low Discount,Low Stock,Affordable,Extra Heavy,Bulk Pack,3223
Paan Corner,Dove Dandruff Care Shampoo,15800,6,5,14700,180,False,180,158.0,147.0,11.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3224
Paan Corner,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,28500,0,5,28500,340,False,240,285.0,285.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3225
Paan Corner,L'Oreal Casting Creme Ebony Black Hair Color,55000,0,6,55000,159,False,87,550.0,550.0,0.0,No Discount,In Stock,Premium,Light,Bulk Pack,3226
Paan Corner,Mamaearth Onion Hair Oil,39900,10,6,35900,150,False,150,399.0,359.0,40.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,3227
Paan Corner,L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400),55000,0,4,55000,159,False,159,550.0,550.0,0.0,No Discount,Low Stock,Premium,Light,Bulk Pack,3228
Paan Corner,Palmolive Naturals Sea Minerals Liquid Hand Wash,9900,10,6,8900,250,False,250,99.0,89.0,10.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3229
Paan Corner,Oral-B Extra Soft Bristles Sensitive ,9800,0,4,9800,232,False,4,98.0,98.0,0.0,No Discount,Low Stock,Affordable,Light,Medium Pack,3230
Paan Corner,Engage M3 Perfume Spray for Men,20000,10,3,18000,120,False,120,200.0,180.0,20.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3231
Paan Corner,Mamaearth Deeply Nourishing wash for Babies,19900,0,4,19900,200,False,200,199.0,199.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3232
Paan Corner,Dettol Original Soap (B4G1),26000,5,6,24700,625,False,625,260.0,247.0,13.0,Low Discount,In Stock,Mid-Range,Heavy,Bulk Pack,3233
Paan Corner,Woodward's Gripe Water,7500,0,6,7500,200,False,200,75.0,75.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3234
Paan Corner,"MamyPoko Pants Extra Absorb Diapers, New Born",29900,6,5,27900,28,False,28,299.0,279.0,20.0,Low Discount,Low Stock,Mid-Range,Light,Bulk Pack,3235
Paan Corner,Johnson's Baby Soap,7000,0,6,7000,100,False,100,70.0,70.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3236
Paan Corner,Engage M4 Perfume Spray For Men,20000,10,6,18000,120,False,120,200.0,180.0,20.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3237
Paan Corner,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,6500,10,4,5800,40,False,40,65.0,58.0,7.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3238
Paan Corner,Dove Hair Fall Rescue Conditioner,19000,0,4,19000,175,False,175,190.0,190.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3239
Paan Corner,Himalaya Anti Hair Fall Shampoo,13000,12,2,11400,200,False,200,130.0,114.0,16.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3240
Paan Corner,Fiama Peach & Avocado Gel Bar,17600,10,3,15800,375,False,375,176.0,158.0,18.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,3241
Paan Corner,Pears Pure & Gentle Value Pack Of 4 Bathing Soap ,12500,0,6,12500,75,False,75,125.0,125.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3242
Paan Corner,Fiama Fresh Hand Wash,15000,6,3,14000,400,False,400,150.0,140.0,10.0,Low Discount,Low Stock,Affordable,Medium,Bulk Pack,3243
Paan Corner,Palmolive Black Orchid And Milk Liquid Hand Wash,9900,10,6,8900,250,False,250,99.0,89.0,10.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3244
Paan Corner,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),16000,0,5,16000,232,False,4,160.0,160.0,0.0,No Discount,Low Stock,Affordable,Light,Medium Pack,3245
Paan Corner,Gillette Mach 3 Turbo Razor,34900,6,5,32500,58,False,1,349.0,325.0,24.0,Low Discount,Low Stock,Mid-Range,Light,Single,3246
Paan Corner,Himalaya Baby Lotion,16500,12,3,14500,200,False,200,165.0,145.0,20.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3247
Paan Corner,Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,37500,0,1,37500,340,False,180,375.0,375.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3248
Paan Corner,Sunsilk Lusciously Thick & Long Shampoo,24900,6,6,23400,340,False,340,249.0,234.0,15.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,3249
Paan Corner,Fiama Di Wills Men's Refreshing Pulse Shower Gel,22500,4,3,21400,250,False,250,225.0,214.0,11.0,Low Discount,Low Stock,Mid-Range,Light,Bulk Pack,3250
Paan Corner,Sebamed Anti - Dandruff Shampoo,60000,10,2,54000,200,False,200,600.0,540.0,60.0,Low Discount,Low Stock,Premium,Light,Bulk Pack,3251
Paan Corner,Listerine Cool Mint Mouthwash - Mild Taste,15000,10,6,13500,250,False,250,150.0,135.0,15.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3252
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",62000,0,6,62000,172,False,172,620.0,620.0,0.0,No Discount,In Stock,Premium,Light,Bulk Pack,3253
Paan Corner,Himalaya Gentle Baby Bath,16500,9,6,15000,200,False,200,165.0,150.0,15.0,Low Discount,In Stock,Affordable,Light,Bulk Pack,3254
Paan Corner,"L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",55000,0,4,55000,160,False,159,550.0,550.0,0.0,No Discount,Low Stock,Premium,Light,Bulk Pack,3255
Paan Corner,L'Oreal Paris Color Protect Shampoo,28200,0,3,28200,360,False,360,282.0,282.0,0.0,No Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3256
Paan Corner,Fiama Di Wills Lemongrass & Jojoba Gel Bar,17600,10,6,15800,375,False,375,176.0,158.0,18.0,Low Discount,In Stock,Affordable,Medium,Bulk Pack,3257
Paan Corner,Colgate Plax Peppermint Mouthwash,15000,20,5,12000,250,False,250,150.0,120.0,30.0,Medium Discount,Low Stock,Affordable,Light,Bulk Pack,3258
Paan Corner,Dove Daily Shine Conditioner,9000,10,1,8100,80,False,80,90.0,81.0,9.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3259
Paan Corner,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,11000,0,6,11000,200,False,200,110.0,110.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3260
Paan Corner,Old Spice Original After Shave Lotion,25000,0,1,25000,150,False,150,250.0,250.0,0.0,No Discount,Low Stock,Mid-Range,Light,Bulk Pack,3261
Paan Corner,Dove Hair Fall Rescue Shampoo,13700,10,4,12300,180,False,180,137.0,123.0,14.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3262
Paan Corner,Dettol Clinical Strength Hand Sanitizer Liquid,25000,10,6,22500,500,False,500,250.0,225.0,25.0,Low Discount,In Stock,Mid-Range,Medium,Bulk Pack,3263
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,39900,20,3,31900,300,False,300,399.0,319.0,80.0,Medium Discount,Low Stock,Mid-Range,Medium,Bulk Pack,3264
Paan Corner,Comfy Baby Pants XL 12-17 kg,42900,15,1,36400,24,False,24,429.0,364.0,65.0,Medium Discount,Low Stock,Mid-Range,Light,Bulk Pack,3265
Paan Corner,Dettol Liquid Handwash With Free Liquid,9900,0,6,9900,200,False,200,99.0,99.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3266
Paan Corner,Nivea Body Milk Lotion for Very Dry Skin,39900,20,6,31900,400,False,400,399.0,319.0,80.0,Medium Discount,In Stock,Mid-Range,Medium,Bulk Pack,3267
Paan Corner,Lakme Sun Expert,22500,0,6,22500,60,False,60,225.0,225.0,0.0,No Discount,In Stock,Mid-Range,Light,Bulk Pack,3268
Paan Corner,Head & shoulders Anti Dandruff Shampoo Cool Menthol,17000,0,6,17000,180,False,180,170.0,170.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3269
Paan Corner,Godrej Nupur Henna,7500,0,5,7500,150,False,120,75.0,75.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3270
Paan Corner,Johnson's Baby Lotion,10000,0,4,10000,100,False,100,100.0,100.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3271
Paan Corner,Himalaya Anti Dandruff Shampoo,14000,10,1,12600,200,False,200,140.0,126.0,14.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3272
Paan Corner,Maybelline New York Colossal Kajal Super Black,30000,8,3,27500,0,False,0,300.0,275.0,25.0,Low Discount,Low Stock,Mid-Range,Light,Single,3273
Paan Corner,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,9000,10,6,8100,406,False,7,90.0,81.0,9.0,Low Discount,In Stock,Affordable,Medium,Large Pack,3274
Paan Corner,Dove Daily Shine Shampoo,64500,5,3,61200,650,False,650,645.0,612.0,33.0,Low Discount,Low Stock,Premium,Heavy,Bulk Pack,3275
Paan Corner,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,2900,0,5,2900,20,False,20,29.0,29.0,0.0,No Discount,Low Stock,Budget,Light,Bulk Pack,3276
Paan Corner,Colgate Sensitive Plus Enamel Toothpaste Tube,14000,0,6,14000,160,False,160,140.0,140.0,0.0,No Discount,In Stock,Affordable,Light,Bulk Pack,3277
Paan Corner,Colgate Max Fresh Peppermint Toothpaste ,18200,15,6,15400,300,False,300,182.0,154.0,28.0,Medium Discount,In Stock,Affordable,Medium,Bulk Pack,3278
Paan Corner,Pond's Light Moisturiser,30900,10,6,27800,250,False,250,309.0,278.0,31.0,Low Discount,In Stock,Mid-Range,Light,Bulk Pack,3279
Paan Corner,Engage Mate For Man Deo Spray,19500,10,5,17400,150,False,150,195.0,174.0,21.0,Low Discount,Low Stock,Affordable,Light,Bulk Pack,3280
Paan Corner,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,12000,0,5,12000,180,False,180,120.0,120.0,0.0,No Discount,Low Stock,Affordable,Light,Bulk Pack,3281
